,시설명,시도명,시군구명,소재지도로명주소,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호
2335,강동구청,서울특별시,강동구,서울특별시 강동구 성내로25,2청사 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,서울특별시 강동구청,02-3425-5693
2336,강동구청역,서울특별시,강동구,서울특별시 강동구 올림픽로 지하550,안내데스크 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 강동구청,02-6311-8121
2337,대촌동 행정복지센터,광주광역시,남구,광주광역시 남구 포충로 591,1층 민원실 정문통로,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2338,남구 청소년도서관,광주광역시,남구,광주광역시 남구 제석로 100,도서관 정문,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,광주광역시 남구,062-607-3433
2339,빛고을전남대학교병원,광주광역시,남구,광주광역시 남구 덕남길 80,1층 재활센터 쪽 엘리베이터(9호기) 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,광주광역시 남구,062-607-3433
2340,황지동행정복지센터,강원도,태백시,강원도 태백시 황지로 133,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 황지동행정복지센터,033-550-2601
2341,황연동행정복지센터,강원도,태백시,강원도 태백시 광장로 31,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 황연동행정복지센터,033-550-2602
2342,상장동행정복지센터,강원도,태백시,강원도 태백시 태백로 1182,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 상장동행정복지센터,033-550-2603
2343,삼수동행정복지센터,강원도,태백시,강원도 태백시 태백로 758,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 삼수동행정복지센터,033-550-2604
2344,문곡소도동주민센터,강원도,태백시,강원도 태백시 천제단길 4,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 문곡소도동주민센터,033-550-2605
2345,철암동행정복지센터,강원도,태백시,강원도 태백시 철암길 2,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 철암동행정복지센터,033-550-2606
2346,장성동주민센터,강원도,태백시,강원도 태백시 장성1길 171,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 장성동주민센터,033-550-2607
2347,구문소동주민센터,강원도,태백시,강원도 태백시 평화길 13,주민센터 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,강원도 태백시 구문소동주민센터,033-550-2608
2348,장량동행정복지센터,경상북도,포항시,경상북도 포항시 북구 장량로 50,행정복지센터 출입문 후 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도 포항시청,054-270-2973
2349,양화면행정복지센터,충청남도,부여군,충청남도 부여군 양화면 입포로53번길 6,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 부여군청,041-830-6658
2350,임천면행정복지센터,충청남도,부여군,충청남도 부여군 임천면 성흥로97번길 23,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,N,N,충청남도 부여군청,041-830-6672
2351,장암면행정복지센터,충청남도,부여군,충청남도 부여군 장암면 석동로 15,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,N,충청남도 부여군청,041-830-6704
2352,세도면행정복지센터,충청남도,부여군,충청남도 부여군 세도면 세도중앙로 8,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,충청남도 부여군청,041-830-6732
2353,석성면행정복지센터,충청남도,부여군,충청남도 부여군 석성면 증산로 61-1,창고,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,충청남도 부여군청,041-830-6766
2354,초촌면행정복지센터,충청남도,부여군,충청남도 부여군 초촌면 초촌로15번길 6,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,N,N,충청남도 부여군청,041-830-6792
2355,부여군장애인종합복지관,충청남도,부여군,충청남도 부여군 규암면 흥수로 816,1층현관,09:00,18:00,09:00,18:00,09:00,18:00,4,Y,N,부여군장애인종합복지관,041-836-2157
2356,충남지체장애인협회부여군지회,충청남도,부여군,충청남도 부여군 규암면 흥수로 816,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,N,충남지체장애인협회부여군지회,041-836-2155
2357,부여군민체육관,충청남도,부여군,충청남도 부여군 부여읍 석탑로 12,체육관내,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,부여군시설관리공단,041-837-8845
2358,전곡읍 행정복지센터,경기도,연천군,경기도 연천군 전곡읍 은전로 45,전곡읍 행정복지센터 1층 왼편,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,연천군청,031-839-2261
2359,지체장애인협회 장애인재활자립작업장 연천군지부,경기도,연천군,경기도 연천군 전곡읍 선사로447,지체장애인협회 장애인재활자립작업장 연천군지부 1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,연천군청,031-839-2261
2360,선부다목적체육관,경기도,안산시,경기도 안산시 단원구 선부로 96(선부동),선부다목적체육관 정면출입구 바깥 오른쪽,09:00,19:00,09:00,19:00,09:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2274
2361,감골시민홀,경기도,안산시,경기도 안산시 상록구 석호로 226(사동),감골시민홀 1층  출입구 오른쪽 자판기 옆,06:00,19:00,06:00,19:00,06:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2274
2362,선부종합사회복지관,경기도,안산시,경기도 안산시 단원구 화정로 9(선부동),선부종합사회복지관  정문 바깥 오른쪽,09:00,19:00,09:00,19:00,09:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2274
2363,부곡종합사회복지관,경기도,안산시,경기도 안산시 상록구 성호로 303(부곡동),부곡종합사회복지관 후문 현관 바깥 오른쪽,09:00,19:00,09:00,19:00,09:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2274
2364,상록수장애인자립생활센터,경기도,안산시,"경기도 안산시 상록구 광덕1로 341,204호(이동, 제스트프라자)",상록수장애인자립생활센터 교육장앞,09:00,17:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2274
2365,담양읍사무소,전라남도,담양군,전라남도 담양군 담양읍 중앙로 83,담양읍사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 담양읍사무소,061-380-3712
2366,봉산면사무소,전라남도,담양군,전라남도 담양군 봉산면 신학길 30-5,봉산면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 봉산면사무소,061-380-3742
2367,가사문학면사무소,전라남도,담양군,전라남도 담양군 가사문학면 가사문학로 1131,가사문학면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 가사문학면사무소,061-380-3781
2368,창평면사무소,전라남도,담양군,전라남도 담양군 창평면 돌담길 9,창평면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 창평면사무소,061-380-3802
2369,대덕면사무소,전라남도,담양군,전라남도 담양군 대덕면 창평현로 915,대덕면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 대덕면사무소,061-380-3821
2370,무정면사무소,전라남도,담양군,전라남도 담양군 무정면 술지1길 5-12,무정면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 무정면사무소,061-380-3841
2371,금성면사무소,전라남도,담양군,전라남도 담양군 금성면 석현길 11,금성면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 금성면사무소,061-380-3861
2372,용면사무소,전라남도,담양군,전라남도 담양군 용면 추월산로 369,용면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 용면사무소,061-380-3881
2373,월산면사무소,전라남도,담양군,전라남도 담양군 월산면 도개길 15-52,월산면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 월산면사무소,061-380-3902
2374,수북면사무소,전라남도,담양군,전라남도 담양군 수북면 추성1로 705,수북면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 수북면사무소,061-380-3921
2375,대전면사무소,전라남도,담양군,전라남도 담양군 대전면 대치8길 21-5,대전면사무소 주차장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라남도 담양군 대전면사무소,061-380-3941
2376,원덕읍행정복지센터,강원도,삼척시,강원도 삼척시 원덕읍 삼척로 440,원덕읍행정복지센터 내,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,강원도 삼척시 사회복지과,033-570-3327
2377,삼척시장애인종합복지센터,강원도,삼척시,강원도 삼척시 중앙로 28,1층 출입구,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,강원도 삼척시 사회복지과,033-570-3327
2378,인제대학교해운대백병원,부산광역시,해운대구,부산광역시 해운대구 해운대로 875,1층 로비 내,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,인제대학교해운대백병원,051-797-3701
2379,지체장애인협회해운대지부,부산광역시,해운대구,부산광역시 해운대구 반송로 940-1,1층 사무실 내,09:00,17:00,00:00,00:00,00:00,00:00,1,N,Y,지체장애인협회해운대지부,051-731-1555
2380,해운대장애인복지관,부산광역시,해운대구,부산광역시 해운대구 선수촌로207번길 81,1층 입구 엘리베이터 근처,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,해운대장애인복지관,051-521-5200
2381,하의면사무소,전라남도,신안군,전라남도 신안군 하의면 곰실길 12,하의면사무소 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 하의면사무소,061-240-3823
2382,안좌면사무소,전라남도,신안군,전라남도 신안군 안좌면 중부로 872,안좌면사무소 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 안좌면사무소,061-240-3912
2383,압해읍복지회관,전라남도,신안군,전라남도 신안군 압해읍 압해로 876-20,압해읍복지회관 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 압해읍사무소,061-240-3472
2384,도초면복지회관,전라남도,신안군,전라남도 신안군 도초면 서남문로 1515-20,도초면복지회관 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 도초면사무소,061-240-3762
2385,신의면복지회관,전라남도,신안군,전라남도 신안군 신의면 상동길 30,신의면복지회관 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 신의면사무소,061-240-3852
2386,장산면노인복지회관,전라남도,신안군,전라남도 신안군 장산면 장산중앙길 11,장산면노인복지회관 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 장산면사무소,061-240-3882
2387,팔금면복지회관,전라남도,신안군,전라남도 신안군 팔금면 삼층석탑길 161,팔금면복지회관 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 팔금면사무소,061-240-3942
2388,진천군청,충청북도,진천군,충청북도 진천군 진천읍 상산로 13,진천군청 동관 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
2389,진천읍행정복지센터,충청북도,진천군,충청북도 진천군 진천읍 상산로 65,진천읍행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
2390,덕산읍행정복지센터,충청북도,진천군,충청북도 진천군 덕산읍 덕금로 829,덕산읍행정복지센터 현관,09:00,18:00,09:00,18:00,09:00,18:00,1,N,N,충청북도 진천군청,043-539-3942
2391,서현도서관,경기도,성남시,경기도 성남시 분당구 중앙공원로 77,1층 안내데스크 앞,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,서현도서관,031-729-8700
2392,성남종합사회복지관,경기도,성남시,경기도 성남시 중원구 금빛로 89,1층입구,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,성남종합사회복지관,031-748-7151
2393,성남중앙병원,경기도,성남시,경기도 성남시 중원구 산성대로476번길 12,1층입구,00:00,00:00,00:00,23:59,00:00,23:59,1,Y,Y,성남중앙병원,1577-7986
2394,장애인회관,충청남도,당진시,충청남도 당진시 시청2로 49-25,지하 1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-8083
2395,합덕읍행정복지센터,충청남도,당진시,충청남도 당진시 합덕읍 예덕로 403,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-8011
2396,신평면행정복지센터,충청남도,당진시,충청남도 당진시 신평면 신평로 834,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-8515
2397,석문면행정복지센터,충청남도,당진시,충청남도 당진시 석문면 통정3길 2-1,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-8213
2398,당진교육문화스포츠센터,충청남도,당진시,충청남도 당진시 당진중앙2로 132-30,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 당진시청,041-360-6906
2399,송악교육문화스포츠센터,충청남도,당진시,충청남도 당진시 송악읍 틀모시로 830,2층 로비,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 당진시청,041-360-6942
2400,당진남부사회복지관,충청남도,당진시,충청남도 당진시 우강면 우강창말길 24,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-362-9625
2401,당진북부사회복지관,충청남도,당진시,충청남도 당진시 정미면 정미로 683-12,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-354-4405
2402,송산사회복지관,충청남도,당진시,충청남도 당진시 송산면 장갈길 15,1층 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-353-7301
2403,당진시장애인복지관,충청남도,당진시,충청남도 당진시 시청1로 38,3층 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-3040
2404,지체장애인협회,충청남도,당진시,충청남도 당진시 백암1길 61,1층 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-355-9490
2405,중증장애인자립지원센터,충청남도,당진시,충청남도 당진시 시청2로 49-25,2층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-357-4201
2406,당진시보건소,충청남도,당진시,충청남도 당진시 서부로 56,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-6007
2407,당진종합병원,충청남도,당진시,충청남도 당진시 반촌로 5-15,1층 복도,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 당진시청,041-357-0100
2408,증도면사무소,전라남도,신안군,전라남도 신안군 증도면 문준경길 188,증도면사무소 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 증도면사무소,061-240-3532
2409,비금면사무소,전라남도,신안군,전라남도 신안군 비금면 읍동길 29-6,비금면사무소 주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,전라남도 신안군 비금면사무소,061-240-3747
2410,도촌종합사회복지관,경기도,성남시,경기도 성남시 중원구 도촌북로 92,1층입구,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,도촌종합사회복지관,031-720-8500
2411,만나교회(휴먼브릿지),경기도,성남시,경기도 성남시 분당구 양현로 353,1층입구,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,만나교회(휴먼브릿지),031-706-3351
2412,백현동행정복지센터,경기도,성남시,경기도 성남시 분당구 동판교로 21,1층입구,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,백현동행정복지센터,031-729-8310
2413,분당노인종합복지관,경기도,성남시,경기도 성남시 분당구 불정로 50,1층입구,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,분당노인종합복지관,031-785-9200
